título,año,kms,link,precio,zona,descripción
Volkswagen Fox 1.6 Confortline Pack,2014,89.000,https://auto.mercadolibre.com.ar/MLA-1940778292-volkswagen-fox-16-confortline-pack,9800 dólares,Lanús Oeste - Lanús - Bs.As. G.B.A. Sur,"Segundo dueño, kilometros reales. Se pueden escanear sin problemaLos unicos agregados que tiene son Suspension a medidaCree led y giros fijosVtv recien hecha, todo perfecto y todo funciona! Espejos y vidrios electricos. Al igual que todo el resto del auto."
Renault Trafic 1.9 T 313 D,1998,190.000,https://auto.mercadolibre.com.ar/MLA-1941257182-renault-trafic-1998-19-t-313-d,9800 dólares,Pilar - Bs.As. G.B.A. Norte,El vendedor no incluyó una descripción del producto
Volkswagen Gol Trend 1.6 Pack I 101cv,2012,160.000,https://auto.mercadolibre.com.ar/MLA-1456491033-volkswagen-gol-trend-2012-16-pack-i-101cv,9700000 pesos,Tulumba - Córdoba,El vendedor no incluyó una descripción del producto
Volkswagen Up! 1.0 High Up! 75cv 3 p,2015,92.600,https://auto.mercadolibre.com.ar/MLA-1456534107-volkswagen-up-2015-10-high-up-75cv-3-p,9900 dólares,Quilmes - Bs.As. G.B.A. Sur,"Volkswagen Up! High Full 1.0 Como se ve en las fotos el vehiculo se encuentra en perfecto estado. Es la version mas full que trae sensores de estacionamiento traseros, bluetooth, llantas de aleación y luces antinieblas. Mantenimientos al diaCree led en toda la trompaOREZZIO MOTORS1133877703"
Volkswagen Up! 1.0 Take Up! Aa 75cv,2017,88.000,https://auto.mercadolibre.com.ar/MLA-1456553751-volkswagen-up-10-take-up-aa-75cv,9900 dólares,Puerto - Mar del Plata - Bs.As. Costa Atlántica,Vendo vw up mod 2017 Muy buen estado Titular al día Vtv vigente 4 cubiertas nuevasAceite y filtro nuevos Motor 1.0 super económico Nada para hacerle Se puede tomar alguna permuta
Renault Clio 1.2 Mio Confort Plus Abc,2014,124.000,https://auto.mercadolibre.com.ar/MLA-1456633515-renault-clio-mio-2014,9750000 pesos,Centro - Córdoba - Córdoba,"Renault Clio mío 2014Cubiertas en excelente estado. Sistema de frenos completo y Services al día, recién hecho todo. Versión confort plus con levanta cristales eléctricos, 3 puertas.Batería 1 año de uso.Funciona todo perfecto.124.000kmSe vende transferido"
Renault Kangoo 1.6 2 Confort 5as Aa Da Svt 1plc,2013,225.000,https://auto.mercadolibre.com.ar/MLA-1941181234-vendo-kangoo-16-16v-2013-5-puertas,9800000 pesos,Lomas de Zamora - Lomas de Zamora - Bs.As. G.B.A. Sur,"Vendo Kangoo 1.6 16v 2013 5 PuertasGNC de 5 generacion con 2 tubos por debajo. Con oblea vigente hasta 07/2025, con la hidraulica (se hace cada 5 años) hecha recientemente con vencimiento 06/28VTV vigente hasta 07/2025Frenos completos (discos, masas y pastillas) nuevos.Doble porton lateralLevantavidrios electricosCierrre centralizadoAlarmaSoy titular. Segundo dueño.Se la puede ver en Lomas (centro)."
Volkswagen Up! 1.0 Move Up! 75cv,2014,1.111.111,https://auto.mercadolibre.com.ar/MLA-1456439027-volkswagen-up-10-move-up-75cv,10000 dólares,El Talar - Tigre - Bs.As. G.B.A. Norte,-primera mano-vtv-al día-distribución hecha-aceite cambiado-cubiertas excelentes
Nissan Sentra 2.0 N Acenta Cvt,2012,161.000,https://auto.mercadolibre.com.ar/MLA-1456534403-nissan-sentra-20-n-acenta-cvt,10000 dólares,Rojas - Rojas - Buenos Aires Interior,El vendedor no incluyó una descripción del producto
Toyota Hilux 2.8 D/cab 4x4 D,1995,400.000,https://auto.mercadolibre.com.ar/MLA-1456569935-toyota-hilux-28-dcab-4x4-d,10000 dólares,Godoy Cruz - Godoy Cruz - Mendoza,El vendedor no incluyó una descripción del producto
Citroën C3 Picasso 1.6 Exclusive 110cv Pack My Way,2012,96.000,https://auto.mercadolibre.com.ar/MLA-1456587215-citron-c3-picasso-16-exclusive-110cv-pack-my-way,10000 dólares,Florida - Vicente López - Bs.As. G.B.A. Norte,El vendedor no incluyó una descripción del producto
Peugeot 208 1.5 Active,2016,149.000,https://auto.mercadolibre.com.ar/MLA-1456658459-peugeot-208-active-15n-2016,10000 dólares,La Plata - La Plata - Bs.As. G.B.A. Sur,Peugeot 208- Modelo: Active 1.5 N- Año: 2016- Kilometraje: 149000km- Equipamiento adicional al original:	- Faros antiniebla 	- Alarma- Unico dueño- Cubiertas nuevas cambiadas hace en Abril 2024 (140.000km aproximadamente)
Citroën C4 Lounge 1.6 Exclusive 6at Thp 163cv Am16,2014,96.000,https://auto.mercadolibre.com.ar/MLA-1456671121-citron-c4-lounge-16-exclusive-6at-thp-163cv-am16,10000 dólares,Colegiales - Capital Federal - Capital Federal,El vendedor no incluyó una descripción del producto
Ford Focus 2 2.0 Trend Plus,2012,174.800,https://auto.mercadolibre.com.ar/MLA-1940502622-ford-focus-2-2012-20-trend-plus,10000 dólares,Zárate - Buenos Aires Interior,"Vendo Ford Focus Trendline plus 2.0 modelo 2012, con gnc grande, el auto está en muy buenas condiciones, cuenta con 4 cubiertas en el 80 % . Fu clona todo perfecto, levanta cristales en las 4 puertas one touch, techo eléctrico, butaca del conductor eléctrica, climatizador bien zona, faros delanteros eléctricos, tapizados en muy buen estado. Sólo pequeños detalles de pintura, nunca choque pintura original. Su consulta no molesta."
Ford Falcon 3.6 Ghia Sp,1986,111.111,https://auto.mercadolibre.com.ar/MLA-1940599458-ford-falcon-36-ghia-sp,10000 dólares,Merlo - Merlo - Bs.As. G.B.A. Oeste,El vendedor no incluyó una descripción del producto
Renault Master Furgon 2.8 F. Medio Aa L2h2,2005,587.710,https://auto.mercadolibre.com.ar/MLA-1940870648-renault-master-furgon-28-f-medio-aa-l2h2,10000 dólares,Bernal Oeste - Quilmes - Bs.As. G.B.A. Sur,"Está para transferir, una vez señada pago las multas, está andando, tren delantero hay que reparar homocineticas, de chapa y pintura está bien solo que por trabajo tiene detalles en las cerraduras.Carga hasta 3500 kg según manual, caja de 5ta, gomas en buen estado, motor impecable, está homologada, siempre verifico perfecta. Se vende para cambio de modelo por lo cual NO ACEPTO PERMUTA."
Chevrolet Sonic 1.6 Lt LTZ A/T 5 Puertas,2013,63.700,https://auto.mercadolibre.com.ar/MLA-1941181546-version-full-asientos-de-cuero-techo-panoramico-pocos-km,10000 dólares,Centro - Corrientes - Corrientes,El vendedor no incluyó una descripción del producto
Chevrolet C-10 C10 ,2025,66.666,https://auto.mercadolibre.com.ar/MLA-1941200370-chevrolet-c-10-c10,10000 dólares,Morón - Bs.As. G.B.A. Oeste,Proyecto Chevrolet c10 V8Exelente casco pelado y laqueado Con titulo cédula y 08 Muchísimos accesorios para colocar:_ V8 283 con 04_ carburador 4 bocas _ Distribuidor electrónico_ Tapas válvulas colino _ Filtro aire colino_Llantas 18 planas con cubiertas 255 40 18 NUEVAS Potenza _ Asiento tapizado a nuevo para colocar __Caja zf_Diferencial Dana 44Muchísimas cosas más
Renault Mégane III 1.6 Ph2 Luxe Pack 111cv,2015,160.000,https://auto.mercadolibre.com.ar/MLA-1941220536-renault-megane-iii-elx-luxe-16,10000 dólares,Bernal Oeste - Quilmes - Bs.As. G.B.A. Sur,"RENAULT MEGANE III 1.6 PH2 LUXE PACK 111CVUNICO TITULARKM 160.000SERVICES AL DIA4 CUBIERTAS MUY BUEN ESTADOVTV VTO. 2025SENSOR DE LLUVIA - ABS - ESP. CONTROL DE TRACCION, 6 AIRBAGS, VELOCIDAD CRUCERO, LIMITADOR VELOCIDAD, SENSOR DE AIRE EN CUBIERTAS, CRISTALES ELECTRICOS, GPS, CAMARA TRASERA DE ESTACIONAMIENTO ORIGINAL.AUXILIO SIN RODARLLAVE TARJETA - CIERRE CENTRALIZADO X PROXIMIDAD"
Renault Logan 1.6 Privilége Plus 105cv,2017,83.000,https://auto.mercadolibre.com.ar/MLA-1941234090-renault-logan-2017-16-privilege-plus-105cv,10000 dólares,Capital Federal - Capital Federal,"Excelente unidad con GNC, titular al día"
Chevrolet C-20 4.1 Pick-up C20 Custom,1992,100.000,https://auto.mercadolibre.com.ar/MLA-1456560285-chevrolet-c-20-41-pick-up-c20-custom,10000000 pesos,Saladillo - Rosario - Santa Fe,Reparación a 0km6 camisas 6 pistonesÁrbol de eleva nuevoRectificación de cigüeñalBomba de aceite nuevaEmbrague nuevoBateria nuevaCarburador nuevoRegulador de gas nuevoFunciona a nafta y a gas
Citroën Berlingo Multispace 1.6 Sx Hdi 92cv Am53,2011,155.300,https://auto.mercadolibre.com.ar/MLA-1456711525-berlingo-multispece-16-hdi-2011,10000000 pesos,Morón - Morón - Bs.As. G.B.A. Oeste,"TITULAR. USO FAMILIAR. Muy buen estado general. Excelente aceleración y potencia.Cubiertas Kumho. Batería Willard nueva.Distribución completa, limpieza de admisión y EGR hechos a los 151.000 Km. en abril 2024Cambio de amortiguadores Sachs delanteros, parrillas, bieletas y extremos en junio 2024.Comprobantes y facturas de las reparaciones.VTV con vencimiento mayo 2025SOLO RESTARíA CALIBRACIóN DE INYECTORES, YA QUE DESPIDE ALGO DE HUMO.Operación a concretar con la correspondiente TRANSFERENCIA."
Volkswagen Gol Trend 1.6 Pack Iii 101cv,2010,124.000,https://auto.mercadolibre.com.ar/MLA-1940515132-volkswagen-gol-trend-16-pack-iii-101-cv,10000000 pesos,Banfield - Lomas de Zamora - Bs.As. G.B.A. Sur,Excelente estado. Muy cuidado. Cubiertas nuevas.
Ford Ecosport 1.6 My10 Xls 4x2,2012,190.000,https://auto.mercadolibre.com.ar/MLA-1940525752-ford-ecosport-2012-16-my10-xls-4x2,10000000 pesos,Santo Tomé - Santa Fe,El vendedor no incluyó una descripción del producto
Volkswagen Suran 1.6 Imotion Highline 11c,2010,235.000,https://auto.mercadolibre.com.ar/MLA-1940822308-volkswagen-suran-16-imotion-highline-11c,10000000 pesos,Libertad - Merlo - Bs.As. G.B.A. Oeste,El vendedor no incluyó una descripción del producto
Peugeot 308 1.6 Active Hdi 115cv,2012,288.000,https://auto.mercadolibre.com.ar/MLA-1941246194-peugeot-308-16-active-hdi-115cv,10000000 pesos,Ezpeleta - Quilmes - Bs.As. G.B.A. Sur,El vendedor no incluyó una descripción del producto
Peugeot 3008 1.6 Premium Plus Thp 156cv,2011,146.000,https://auto.mercadolibre.com.ar/MLA-1941254556-peugeot-3008-2011-16-premium-plus-thp-156cv,10000000 pesos,Moreno - Bs.As. G.B.A. Oeste,El vendedor no incluyó una descripción del producto
Chevrolet Agile 1.4 Ltz Spirit 5P,2013,160.000,https://auto.mercadolibre.com.ar/MLA-1941271880-chevrolet-agile-2013-14-ltz-spirit-5p,10000000 pesos,Neuquén - Neuquén,"Titular VendeChevrolet Agile Spirit LTZ año 2013, vehículo en óptimas condiciones, servís al día.Cuenta con: Alza Cristales electricos en sus 4 Puertas Velocidad Crucero.Regulacion de volante en altura.Regulacion de butaca conductor.Tapizado en Pana.Llantas de 15' de aleación Originales.Verdaderos interesados comunicarse.Transferencia obligatoria, sin excepción.Si está publicado, está disponible."
Chrysler Pt Cruiser Touring Pt Cruiser ,2010,84.000,https://auto.mercadolibre.com.ar/MLA-1941279724-chrysler-pt-cruiser-touring-pt-cruiser,10000000 pesos,Avellaneda - Bs.As. G.B.A. Sur,Vendo pt cruiser al día
Chevrolet Celta 1.4 Lt,2012,57.000,https://auto.mercadolibre.com.ar/MLA-1941269040-chevrolet-celta-14-lt,10100000 pesos,Chateau Pilar - Pilar - Buenos Aires Interior,NO PERMUTO - LISTO PARA TRANSFERIR
Volkswagen Vento 2.5 Advance,2007,182.000,https://auto.mercadolibre.com.ar/MLA-1941219030-volkswagen-vento-2007-25-advance,10400 dólares,General San Martín - Bs.As. G.B.A. Norte,"Vento 2.5 manual•todos los service hechos en tiempo y forma con aceite motul 8100•cubiertas en buen estado •vtv vigente hasta el 07/2025•suspension regulable delantera y espirales progresivos•poseo todas sus piezas originales, manuales, 2da llave y estereo original.•funciona todo su equipamientoVENDO O PERMUTO, VEO TODO.NO 0KM!"
Fiat Siena 1.4 Attractive C/alarma Rstii,2011,100.500,https://auto.mercadolibre.com.ar/MLA-1940867878-fiat-siena-14-attractive-calarma-rstii,10300000 pesos,Monte Maíz - Unión - Córdoba,El vendedor no incluyó una descripción del producto
Ford Ecosport 1.6 Titanium 110cv 4x2,2014,170.680,https://auto.mercadolibre.com.ar/MLA-1456555819-ford-ecosport-2014-16-titanium-110cv-4x2,10500 dólares,Villaguay - Entre Ríos,El vendedor no incluyó una descripción del producto
Citroën C4 Picasso 1.6 Hdi 110cv Tendance Nav,2013,175.000,https://auto.mercadolibre.com.ar/MLA-1456566805-citron-c4-picasso-16-hdi-110cv-tendance-nav,10500 dólares,Martínez - San Isidro - Bs.As. G.B.A. Norte,"Citroen C4 Picasso 2013 1.6 hdiAnalizo Permuta175 mil kmsMuy buen estado en generalCon Navegador GPSTecho PanoramicoMotor 1.6 Hdi DieselAire Acondicionado independiente traseroBaul super amplioEstoy en martinez, San isidro"
Fiat Fiorino 1.3 Fire,2013,35.000,https://auto.mercadolibre.com.ar/MLA-1456634389-fiat-fiorino-13-fire,10500 dólares,Carhué - Adolfo Alsina - Buenos Aires Interior,Vendo Fiat Fiorino en excelente estado.. único dueño. Con aire y dirección.. con 35.000km reales... Escucho ofertas
Volkswagen Vento 1.9 I Luxury,2010,138.000,https://auto.mercadolibre.com.ar/MLA-1940858638-volkswagen-vento-2010-19-i-luxury,10500 dólares,San Alberto - Córdoba,"Impecable !! Versión Luxury motor 1.9 diésel turbo , cuero ,techo , climatizador , butacas calefacciónados  , 138mil kilómetros , volante multifuncion. Listo para disfrutar modelo 2010"
Mercedes-benz Clase C 1.8 C200 Cgi Mt Blueefficiency,2010,228.000,https://auto.mercadolibre.com.ar/MLA-1941185904-mercedes-benz-clase-c-18-c200-cgi-mt-blueefficiency,10500 dólares,Alberdi - Córdoba - Córdoba,Excelente estado nada por hacerle solo cargar combustible y disfrutarlo cuenta con pantalla multimedia y cámara de marcha atrás digno de ver! Muy cuidado
Ford Fiesta Kinetic 1.6 Design 120cv Titanium,2013,170.000,https://auto.mercadolibre.com.ar/MLA-1941268692-ford-fiesta-kinetic-design,10500 dólares,Caballito - Capital Federal - Capital Federal,"Ford Fiesta Kinetic Titanium.Soy titular.Papeles al día.Cubiertas nuevas puestas en Mayo.Todos los services hechos en tiempo y forma, próximo service Abril 2025.Excelente estado, uso familiar sin ningún problema mecánico ni de estructura.170,000 km reales, se puede scanear.Perfecto estado y cuidado.Escucho ofertas. No permuto, salvo auto de mi interés mayor valor."
Ford Transit 2.5 D 190 L,1997,111.111,https://auto.mercadolibre.com.ar/MLA-1456504585-ford-transit-1997-25-d-190-l,10500000 pesos,Almirante Brown - Bs.As. G.B.A. Sur,"Ford transit caja larga 2.5 disel '97La camioneta es de mi viejo (josé). Es titular con todos los papeles al dia.Bien de motor, y chapaVtv al dia.Solo mensajes de wp."
Chevrolet Aveo G3 1.6 Lt,2012,198.000,https://auto.mercadolibre.com.ar/MLA-1940821080-chevrolet-aveo-g3-16-lt,10500000 pesos,Berazategui - Berazategui - Bs.As. G.B.A. Sur,El vendedor no incluyó una descripción del producto
Dodge Journey 2.7 Rt Atx (3 Filas)+dvd+techo,2011,191.600,https://auto.mercadolibre.com.ar/MLA-1940897246-dodge-journey-27-rt-atx-3-filasdvdtecho,10500000 pesos,Monte Grande - Esteban Echeverría - Bs.As. G.B.A. Sur,Vehículo listo para transferirTitularSin deudas Todos los papeles al día VTV actualizada
Fiat Strada 1.4 Working Cs Aa,2012,130.000,https://auto.mercadolibre.com.ar/MLA-1941161316-fiat-strada-working-cabina-simple-2012,10500000 pesos,Tandil - Tandil - Buenos Aires Interior,Camioneta Fiat Strada modelo 2012 (Cabina Simple)Único dueño. Excelente estado.Uso exclusivo en ciudad.Lista para transferir.
Citroën Berlingo Multispace 1.4 X 75cv Am54,2013,149.000,https://auto.mercadolibre.com.ar/MLA-1941227546-citron-berlingo-multispace-14-x-75cv-am54,10500000 pesos,Villa Lugano - Capital Federal - Capital Federal,El vendedor no incluyó una descripción del producto
Ford Focus III 1.6 Sedan S,2014,125.000,https://auto.mercadolibre.com.ar/MLA-1940862940-ford-focus-iii-16-sedan-s,10700 dólares,Altos de Pacheco - Tigre - Bs.As. G.B.A. Norte,Focus 1.6 16vManualÚnico dueño4 cubiertas nuevasSin detalles Se entrega al día y transferidoTomo vehículo en parte de pago
Renault Fluence 2.0 Ph2 Privilege Cvt 143cv,2014,248.000,https://auto.mercadolibre.com.ar/MLA-1941187878-renault-fluence-2014-20-ph2-privilege-cvt-143cv,10800 dólares,Capital Federal - Capital Federal,El vendedor no incluyó una descripción del producto
Fiat Strada 1.3 Trekking Multijet Cd,2016,170.000,https://auto.mercadolibre.com.ar/MLA-1456515361-fiat-strada-trekking-13-16v-jtd,10900 dólares,Villa Martelli - Vicente López - Bs.As. G.B.A. Norte,"FIAT STRADA TREKKING 1.3 16V JTDAño 2016Km 170.000Único dueño. Muy cuidada. Documentación al día, lista para transferir.U$s 10.900"
Peugeot 308 1.6 Allure Nav 115cv,2013,124.000,https://auto.mercadolibre.com.ar/MLA-1940782244-peugeot-308-2013-16-allure-nav-115cv,10900 dólares,Avellaneda - Bs.As. G.B.A. Sur,"Peugeot 308 Allure con navegador, techo panorámico, nafta.Mantenimientos hechos en tiempo y forma.Segunda llave, manuales, etc.Vehículo en excelente estadoSe entrega libre de deudasNo tomo permutas"
Peugeot 408 2.0 Allure Plus Nav 143cv,2012,76.590,https://auto.mercadolibre.com.ar/MLA-1940860716-peugeot-408-2012-20-allure-plus-nav-143cv,10800000 pesos,San Miguel de Tucumán - Tucumán,El vendedor no incluyó una descripción del producto
Volkswagen Gol Trend 1.6 Serie 101cv,2017,236.000,https://auto.mercadolibre.com.ar/MLA-1940894986-volkswagen-gol-trend-2017-16-serie-101cv,10800000 pesos,Florencio Varela - Bs.As. G.B.A. Sur,El vendedor no incluyó una descripción del producto
Fiat Idea 1.6 Adventure 115cv,2015,137.000,https://auto.mercadolibre.com.ar/MLA-1941220306-fiat-idea-16-adventure-115cv,10800000 pesos,Urca - Córdoba - Córdoba,Auto de uso familiar. Con GNC. Poco consumo. Recibo menor.
Audi A4 3.0 I Tiptronic Quattro,2007,200.000,https://auto.mercadolibre.com.ar/MLA-1456504429-audi-a4-2007-30-i-tiptronic-quattro,11000 dólares,Córdoba - Córdoba,El vendedor no incluyó una descripción del producto
Volkswagen Fox 1.6 Highline,2015,83.000,https://auto.mercadolibre.com.ar/MLA-1456504615-motor-16-msimanualel-mas-full-de-todos,11000 dólares,Monte Grande - Esteban Echeverría - Bs.As. G.B.A. Sur,El vendedor no incluyó una descripción del producto
Toyota Corolla 1.8 Se-g At,2011,161.000,https://auto.mercadolibre.com.ar/MLA-1456521309-toyota-corolla-2011-18-se-g-at,11000 dólares,Magdalena - Buenos Aires Interior,El vendedor no incluyó una descripción del producto
Volkswagen  Suran 1.6 8 V Base Aire Dirección ,2017,250.000,https://auto.mercadolibre.com.ar/MLA-1456527649-volkswagen-suran-16-8-v-base-aire-direccion,11000 dólares,Capital Federal - Capital Federal,"Auto muy bien cuidado funciona todo servis al día motor no consume agua ni aceite , en el momento se encuentra desafectado sin licencia ideal cambio de material 4 gomas nuevas ."
Volkswagen Suran 1.6 Comfortline,2018,250.000,https://auto.mercadolibre.com.ar/MLA-1456554405-vw-suran-2018-comfortline,11000 dólares,Paternal - Capital Federal - Capital Federal,Primera mano. GNC 5° Generación. Funciona todo.
Ford Fiesta Kinetic Design Titanium Mexicano,2015,129.000,https://auto.mercadolibre.com.ar/MLA-1456585649-ford-fiesta-kinetic-design-titanium-mexicano,11000 dólares,San Pedro - Buenos Aires Interior,El vendedor no incluyó una descripción del producto
Fiat Fiorino 1.4 Fire Evo Pack Top 87cv,2017,150.000,https://auto.mercadolibre.com.ar/MLA-1456644915-fiat-fiorino-14-evo-pack-top-87-cv,11000 dólares,Centro - Villa Carlos Paz - Córdoba,"Único dueño, Papeles en regla lista para transferir, Motor excelente nunca abierto, Nunca GNC solo Nafta, Vehículo en muy buen estado, Cubiertas en muy buen estado, Nunca fue chocada, El Vehículo se encuentra tal como se ve en la publicación."
